"","farm","farmID","lon","lat","biomass","fs_old","fish.kg","female","motile","sessile","fs","zone","avtemp","Dw.in","Ds.in","Dw.out","Ds.out","Dw.self","Ds.self","Dw.f.in","Ds.f.in","Dw.f.out","Ds.f.out","fluxhw","fluxhs","Dw.outflux","Ds.outflux","ad.y2","ch.y2","la.y2","pa.y2"
"18",10194,10194,6.747,62.736,780,405288,1.924557352,0.166666667,0.633333333,0.033333333,173333,5,9.548074993,0.002569444,0.001764505,0.01625,0.006431778,0,0.004098361,17,12,58,33,4414.074167,2418.362243,2816.66125,1114.839376,0.0113942526812552,0.00900578654958952,1.27277552456832,0.00658270496674032
"19",10197,10197,6.99,62.288,1560,810576,1.924557352,0.2275,1.1075,0.2275,346667,5,10.13891241,0.042152778,0.025500911,0.021319444,0.01240886,0.005902778,0.007001366,5,4,12,10,38510.11792,21272.45617,7390.747847,4301.74227,0.025716321426614,0.0113249891105874,3.21716517580272,0.00972402911151047
"20",10206,10206,7.602,63.069,325,168870,1.924557352,0.075,0.125,0.3,72222,6,9.063640209,0.039513889,0.008993299,0.058958333,0.014059132,0.037291667,0.006147541,30,26,64,36,20956.29792,6484.023473,4258.08875,1015.378631,0.733100717232976,0.777519315444048,67.1146741989975,0.539267813131733
"21",10212,10212,7.903,63.078,3120,1621152,1.924557352,0.082,0.21,0.004,693333,6,9.641437102,0.014513889,0.014002602,0.053125,0.03005425,0.000416667,0.005009107,15,24,78,50,14522.82,19887.833,36833.31562,20837.60332,0.0884308117455826,0.0551538726701311,10.2831698476778,0.0430557899306682
"22",10213,10213,8.076,62.942,2340,1215864,1.924557352,0.108333333,0.278333333,0.013333333,520000,6,9.796231299,0.042569444,0.033469946,0.074791667,0.045594022,0.011944444,0.029826958,16,8,33,30,44246.28542,36853.80138,38891.66667,23708.89144,0.741567307692308,0.466471153846154,84.8095961538462,0.356128846153846
"23",10216,10216,8.193,63.077,3120,1621152,1.924557352,0.0725,0.4375,0.3725,693333,6,9.413310403,0.044930556,0.019182495,0.082777778,0.03597426,0.018263889,0.00848133,22,16,28,30,64208.12667,30680.63073,57392.565,24942.14161,0.129986600955097,0.11234284247252,13.5071863015319,0.0821192702496492
"24",10223,10223,8.214,63.398,7020,3647592,1.924557352,0.096666667,0.47,0.08,1560000,6,9.40861015,0.008263889,0.018043756,0.035833333,0.017759104,0,0.00273224,44,44,74,60,17243.50333,36914.94831,55900,27704.20224,0.00947051282051282,0.00669551282051282,1.08127179487179,0.00520320512820513
"25",10224,10224,8.225,63.143,4680,2431728,1.924557352,0.03,0.224,0.126,1040000,6,9.205302197,0.178333333,0.0790639,0.017013889,0.021345256,0.015277778,0.013035064,55,52,23,34,288207.1454,138609.7203,17694.44444,22199.06624,0.812735576923077,0.639768269230769,85.1923980769231,0.481164423076923
"26",10229,10229,8.46,63.145,6240,3242304,1.924557352,0.056666667,0.776666667,0.173333333,1386667,6,9.576323134,0.054305556,0.027208493,0.021388889,0.014799461,0.012361111,0.016393443,41,16,21,15,76889.79458,43547.79433,29659.26639,20521.92419,0.273098011274517,0.234716049347104,27.4441780182264,0.170192266780705
"27",10232,10232,8.537,63.847,7020,3647592,1.924557352,0.126666667,0.47,0.063333333,1560000,6,9.118739609,0.025694444,0.01445773,0.027638889,0.025386868,0.002291667,0.000626138,57,59,65,56,59544.53625,31758.84598,43116.66667,39603.51408,0.0137820512820513,0.00965192307692308,1.54116474358974,0.00746474358974359
"28",10238,10238,8.74,63.185,325,168870,1.924557352,0,0,0,72222,6,9.719811827,0.011736111,0.000853782,0.070902778,0.029428505,0.032430556,0.023167122,8,3,3,5,21193.185,1499.414833,5120.740417,2125.385488,0.798122455761402,1.50159231259173,66.0538063194041,0.9537398576611
"29",10240,10240,8.887,63.652,1560,810576,1.924557352,0.258333333,0.486666667,0,346667,6,9.003067618,0.076944444,0.071322311,0.065902778,0.044967731,0.036111111,0.022711749,68,74,43,44,111002.6171,111792.1578,22846.31826,15588.8284,0.397978463482247,0.634306120859499,39.8512001430768,0.389659240712269
"30",10256,10256,10.742,64.817,4680,2431728,1.924557352,0.145,0.175,0.06,1040000,7,8.324651507,0.011805556,0.009733191,0.022708333,0.008310456,0.001597222,0.001479964,51,47,32,15,27408.71958,20834.32573,23616.66667,8642.87424,0.0264019230769231,0.0298028846153846,2.07618846153846,0.0196211538461538
"31",10264,10264,11.728,64.977,325,168870,1.924557352,0.15,0.23,0,72222,7,8.480007134,0.001875,0.003130648,0.054236111,0.035120608,0.003819444,0.006318306,8,7,16,16,2561.195,3156.62919,3917.040417,2536.480551,0.00576001772313146,0.00330924095151062,0.603555703248318,0.00257539253966935
"32",10291,10291,5.146,59.727,2340,1215864,1.924557352,0.166666667,2.283333333,0.63,520000,3,9.940430234,0.07625,0.031420001,0.042777778,0.020605363,0.024375,0.011668944,104,65,59,32,106197.2192,42232.87122,22244.44444,10714.78876,0.371992307692308,0.646486538461538,39.9312884615385,0.375657692307692
"33",10292,10292,5.154,59.715,3120,1621152,1.924557352,0.103333333,0.651666667,0.058333333,693333,3,9.792405625,0.043888889,0.016962045,0.043055556,0.018669855,0.005,0.002219945,95,63,61,32,62194.13542,23422.22429,29851.8375,12944.42658,0.359793922977848,0.303481876673979,39.0904543704108,0.229152514015632
"34",10298,10298,5.244,59.867,2700,1402920,1.924557352,0.181428571,1.184285714,0.22,6e+05,3,10.28058153,0.088958333,0.030794493,0.212569444,0.081910184,0.014583333,0.004895264,26,22,29,14,79358.25542,27807.23511,127541.6667,49146.1104,0.324228333333333,0.540426666666667,37.4626566666667,0.281031666666667
"35",10300,10300,5.312,59.608,2340,1215864,1.924557352,0.38,2.775,0.34,520000,3,10.28461693,0.066597222,0.019808391,0.050347222,0.013319125,0.020902778,0.02037796,98,63,87,62,89277.0225,28033.72063,26180.55556,6925.945,0.312273076923077,0.452405769230769,38.5355942307692,0.176751923076923
"36",10303,10303,5.364,59.743,2340,1215864,1.924557352,0.144285714,0.788571429,0.428571429,520000,3,10.46020004,0.231319444,0.120218445,0.118958333,0.07644546,0.031041667,0.024533242,75,44,69,41,222639.94,117319.4556,61858.33333,39751.6392,0.635461538461539,1.61201923076923,60.1889884615385,0.89975
"37",10309,10309,4.966,60.468,2340,1215864,1.924557352,0.2925,1.705,0.5825,520000,4,9.923906673,0.009513889,0.003415084,0.042916667,0.026695938,0.001319444,0.001252277,29,14,56,43,15541.27208,5408.039688,22316.66667,13881.88776,0.0666576923076923,0.0456557692307692,8.17839423076923,0.0352365384615385
"38",10311,10311,5.171,61.202,2340,1215864,1.924557352,0.2825,5.105,2.4575,520000,4,10.38233408,0.188263889,0.096140276,0.094166667,0.038820474,0.053680556,0.022654827,43,36,13,12,308181.255,158074.073,48966.66667,20186.64648,0.964211538461539,1.88936153846154,85.26915,1.30679230769231
"39",10318,10318,5.07,61.758,5460,2837016,1.924557352,0.19,0.68,0.05,1213333,4,9.487460722,0.013541667,0.002789053,0.028125,0.011782743,0.003055556,0.000796903,39,15,13,4,18800.86,4290.85255,34124.99062,14296.39091,0.0465849029079404,0.0367153947020315,5.40197785768622,0.0279717109812393
"40",10319,10319,5.134,61.584,3120,1621152,1.924557352,0.02,3.21,2.72,693333,4,9.392109524,0.125763889,0.048098749,0.038680556,0.023622387,0.005486111,0.010473588,23,16,22,16,144130.545,57304.97616,26818.50562,16378.18045,0.661266664070512,0.455268968879312,74.2366279983789,0.333424198761634
"41",10324,10324,5.641,60.223,1560,810576,1.924557352,0.174,0.636,0.292,346667,3,10.6408933,0.100277778,0.094148405,0.131458333,0.096311344,0.009583333,0.012465847,35,30,56,44,109978.3917,106779.4102,45572.26604,33387.96469,0.32907949126972,0.467390896739522,108.979677904156,0.331467950511586
"42",10328,10328,5.907,60.141,2990,1553604,1.924557352,0.082,0.87,0.09,664444,3,9.863208651,0.098958333,0.048838619,0.127847222,0.059596882,0.01125,0.012067395,42,39,58,43,115503.2913,54912.19388,84947.31972,39598.79066,0.304478631758282,0.231294134644906,117.336999054849,0.181211659673351
"43",10331,10331,6.042,60.112,3120,1621152,1.924557352,0.1525,0.885,0.115,693333,3,10.24895557,0.046388889,0.039845042,0.120208333,0.049692469,0.002361111,0.002959927,44,51,76,47,59464.9725,53359.26764,83344.40437,34453.42861,0.587544513242554,0.330129966408638,71.6262286664561,0.264760223442415
"44",10332,10332,6.08,60.082,3120,1621152,1.924557352,0.3775,1.5175,0.1325,693333,3,10.14144785,0.042152778,0.024533172,0.123680556,0.047871,0.001458333,0.012408925,49,46,61,43,56403.48208,33438.52124,85751.81062,33190.54404,0.51960457673297,0.307487167061138,60.4475367536234,0.244859252336179
"45",10338,10338,6.357,60.407,1560,810576,1.924557352,0.09,0.96,0,346667,3,9.998219367,0.094166667,0.035120608,0.084652778,0.03170537,0.009722222,0.021516393,43,31,45,27,109717.6896,41762.67726,29346.32451,10991.2055,0.838453039949,1.27258146867166,77.5921330844874,0.886216455561101
"46",10375,10375,9.409,63.589,7020,3647592,1.924557352,0.13375,0.40875,0.02,1560000,6,9.019562693,0.067291667,0.024361952,0.022083333,0.024305163,0.006041667,0.002276867,57,66,31,53,187936.4333,64222.76532,34450,37916.05428,0.0723852564102564,0.0569064102564103,7.54983525641026,0.0435673076923077
"47",10398,10398,10.116,64.092,2340,1215864,1.924557352,0.15,0.17,0.003333333,520000,6,8.756811115,0.027847222,0.011554684,0.009791667,0.010359482,0.007083333,0.004724499,59,48,26,31,51623.52292,20860.61366,5091.666667,5386.93064,0.0774769230769231,0.0836846153846154,6.73209807692308,0.0577557692307692
"48",10409,10409,11.389,64.644,5460,2837016,1.924557352,0.146666667,1.018333333,0.096666667,1213333,7,8.68904809,0.047222222,0.018101047,0.034097222,0.018100984,0.058333333,0.03870674,32,12,17,17,85146.2025,31601.66176,41371.28493,21962.52122,0.986706864479908,0.958621417203686,101.1676440021,0.677444691605684
"49",10410,10410,11.441,64.774,975,506610,1.924557352,0.182,0.612,0.294,216667,7,8.517218004,0.014444444,0.007285865,0.018055556,0.007285952,0.007986111,0.003529144,22,16,17,17,32784.77542,15577.21666,3912.043056,1578.625362,0.0758537294558008,0.0993598471386967,6.23620579045263,0.0636460559291447
"50",10421,10421,11.913,64.929,3120,1621152,1.924557352,0.156,0.392,0.018,693333,7,7.61808518,0.038402778,0.009904371,0.074027778,0.031079235,0.062291667,0.035462204,2,2,2,2,19136.25458,4175.610157,51325.90125,21548.25924,0.342751607092119,0.363817963374021,30.7181412106448,0.249828004725002
"51",10425,10425,12.072,65.127,5080,2639568,1.924557352,0.115,0.145,0.0025,1128889,7,8.786257488,0.053055556,0.022199432,0.025138889,0.01195353,0.021388889,0.011839709,37,7,7,6,53028.60792,9245.759708,28379.01514,13494.20853,0.0381534411266298,0.0347988154725575,3.78190149784434,0.0244488164912582
"52",10582,10582,6.686,58.22,3120,1621152,1.924557352,0.0175,0.0825,0.0175,693333,1,9.826149199,0.014791667,0.020036386,0.022916667,0.017873211,0.005763889,0.017702641,8,9,50,25,27796.435,36288.56752,15888.88125,12392.087,0.00200769327292946,0.00098076970229312,0.241578000758654,0.00079471192053457
"53",10858,10858,12.442,65.109,2860,1486056,1.924557352,0.076666667,0.151666667,0,635556,7,9.113283738,0.001944444,0.00250451,0.066805556,0.022085589,0.008680556,0.008652095,1,5,12,12,5920.553333,7024.358026,42458.67167,14036.6286,0.0003634612842928,0.00024073409738874,0.0383900081188754,0.00016678310015167
"54",10875,10875,12.536,65.734,3120,1621152,1.924557352,0,0.095,0.005,693333,8,8.359875,0.005208333,0.004041287,0,0.000910747,0.000277778,0.000227687,33,15,0,3,9588.965417,7619.683387,0,631.4509498,0.00224134723141694,0.00225865493204564,0.20260682817636,0.00159951999976923
"55",10876,10876,12.56,65.447,4680,2431728,1.924557352,0.128571429,0.311428571,0.004285714,1040000,8,8.771990113,0.016111111,0.008652073,0.006875,0.009221268,0.001527778,0.000853825,4,4,7,9,26906.62,14072.44722,7150,9590.11872,0.00019326923076923,7.30769230769231e-05,0.0211298076923077,6.92307692307692e-05
"56",10877,10877,12.55,65.457,3120,1621152,1.924557352,0.1,0.1575,0,693333,8,8.412262198,0.020416667,0.018784131,0.004097222,0.007229053,0.001597222,0.002561475,4,5,5,8,36363.34,33312.55313,2840.739375,5012.141004,0.00038653864737435,0.00014134622180106,0.0413928083619271,0.00013269237148671
"57",10880,10880,12.475,65.723,2340,1215864,1.924557352,0.07,0.75,0.075,520000,8,8.169381916,0.002361111,0.001422975,0.001041667,0.001536885,0.000555556,0.000853825,22,11,1,3,4539.644167,3002.391274,541.6666667,799.1802,0.00248846153846154,0.00257692307692308,0.216144230769231,0.00180769230769231
"58",10898,10898,12.134,65.471,300,155880,1.924557352,0.216,0.256,0.052,66667,8,8.297105161,0.004097222,0.003244426,0.001736111,0,0.010277778,0.007342896,17,17,2,0,6892.097083,5562.132513,115.7413194,0,0.0197249013754931,0.0190499047504762,1.59261703691482,0.0127799361003195
"59",11435,11435,5.096,59.429,2340,1215864,1.924557352,0.031428571,0.311428571,0.018571429,520000,3,9.503690972,0.007083333,0.002504226,0.026388889,0.010302253,0.000208333,0.000170765,61,27,83,58,10622.39208,4023.350903,13722.22222,5357.17156,0.0596326923076923,0.0429211538461539,7.19152884615385,0.0337326923076923
"60",11438,11438,5.473,59.18,3600,1870560,1.924557352,0.296666667,0.763333333,0.07,8e+05,2,9.851476059,0.0275,0.005691776,0.021597222,0.011042433,0.000625,0.000398452,57,43,77,44,43002.49292,9222.473115,17277.77778,8833.9464,0.14244375,0.1323,14.84876625,0.094835
"61",11486,11486,5.341,59.76,1560,810576,1.924557352,0.233333333,2.196666667,0.843333333,346667,3,7.857736207,0.179166667,0.103084916,0.135972222,0.084016173,0.031041667,0.021857923,63,39,61,35,172892.9308,104594.1441,47137.08236,29125.63465,0.810850181874825,2.28456703407016,62.3669458010136,1.32586314820851
"62",11488,11488,5.303,60.044,5460,2837016,1.924557352,0.2275,2.37,0.44375,1213333,3,10.42706154,0.049305556,0.031875489,0.076736111,0.03790966,0.000416667,0.003130692,80,65,73,55,70074.73542,51598.06007,93106.4559,45997.0415,0.284667935348334,0.183429445997101,35.5718322999539,0.141416247641826
"63",11492,11492,5.305,59.839,2340,1215864,1.924557352,0.156,0.354,0.308,520000,3,10.04154615,0.069305556,0.063068999,0.225277778,0.084016328,0.015208333,0.018214936,34,30,32,16,54705.58083,52724.36546,117144.4444,43688.49056,0.854207692307692,0.661390384615385,94.4054884615385,0.533392307692308
"64",11511,11511,5.251,59.626,3120,1621152,1.924557352,0.295,1.21,0.135,693333,3,10.16035219,0.112361111,0.019011424,0.057777778,0.019865141,0.004930556,0.004212204,103,54,97,59,150862.9733,27376.79747,40059.24,13773.1578,0.994308651109928,0.717901787452782,121.171895755719,0.559992096150046
"65",11513,11513,5.247,59.636,3120,1621152,1.924557352,0.3025,1.1825,0.1375,693333,3,10.28687475,0.062569444,0.015197717,0.066527778,0.025671128,0.012638889,0.004553734,92,46,90,62,81202.47458,20676.99776,46125.90375,17798.64019,0.621829625879628,0.467080032250016,73.8651283005425,0.361384789127302
"66",11530,11530,5.16,59.623,3120,1621152,1.924557352,0.208,1.424,0.138,693333,3,10.09871457,0.091875,0.031306329,0.034444444,0.015140881,0.056111111,0.017531876,119,84,57,26,143982.6033,49684.15184,23881.47,10497.67245,0.313764093155814,0.340136701988799,128.186138551028,0.236860210028947
"67",11533,11533,5.092,60.175,1560,810576,1.924557352,0,0.123333333,0.243333333,346667,3,10.01558018,0.139375,0.044455414,0.050069444,0.030452833,0.022708333,0.00848133,86,68,58,48,208479.2163,63983.79957,17357.4241,10556.99226,0.692702218555559,2.04945956782734,62.1229133433526,1.13353737159868
"68",11534,11534,5.162,59.597,3900,2026440,1.924557352,0.22,1.30875,0.13875,866667,3,10.1002574,0.102569444,0.032160307,0.0475,0.016449862,0.006805556,0.003927596,122,83,69,46,152747.6058,50095.72208,41166.6825,14256.55255,0.669546665558975,0.543186714158956,80.2534733640487,0.398716000493846
"69",11543,11543,5.08,60.021,5460,2837016,1.924557352,0.268,0.654,0.178,1213333,3,10.19369954,0.040763889,0.013717818,0.055972222,0.036941995,0.001180556,0.003813752,93,32,62,31,52533.18375,16600.87831,67912.94431,44822.94162,0.243580286697881,0.165491254255839,30.0304302281402,0.127544540534214
"70",11552,11552,4.978,60.25,780,405288,1.924557352,0.175,1.875,0.65,173333,3,10.35720064,0.021388889,0.010700749,0.034583333,0.017247004,0.001736111,0.002846084,70,61,53,29,31364.355,15673.62318,5994.432917,2989.474944,0.941880657462803,0.645041625080048,112.911494060566,0.509458672035908
"71",11559,11559,5.404,59.657,3120,1621152,1.924557352,0.1225,0.5675,0.1525,693333,3,9.744870147,0.052708333,0.021800541,0.064444444,0.019694483,0.001944444,0.004439891,87,59,94,57,68749.21417,30349.49274,44681.46,13654.83498,0.473980035567325,0.309865533589199,57.3595155574594,0.243926078810615
"72",11571,11571,5.322,59.777,2340,1215864,1.924557352,0.206666667,1.528333333,0.598333333,520000,3,9.654765284,0.046944444,0.054246138,0.162361111,0.091188176,0.005069444,0.010758197,45,28,68,38,40127.37292,48982.82058,84427.77778,47417.85152,0.676232692307692,0.360557692307692,85.3205711538462,0.304565384615385
"73",11575,11575,5.288,59.862,780,405288,1.924557352,0.071666667,0.755,0.318333333,173333,3,10.05190888,0.029444444,0.024590078,0.213194444,0.079291763,0.0175,0.012522769,15,13,34,15,29526.81125,25974.70755,36953.63264,13743.87916,0.34158527227937,0.524343316044839,40.0077769380326,0.240248538939498
"74",11605,11605,5.16,59.907,2340,1215864,1.924557352,0.2325,2.5575,1.18375,520000,3,10.14370738,0.631458333,0.149589794,0.026944444,0.022882491,0.197986111,0.056807832,66,30,11,11,623280.5871,150101.3799,14011.11111,11898.89532,0.546665384615385,3.55369038461538,41.7099788461538,1.13821153846154
"75",11611,11611,5.113,60.139,3120,1621152,1.924557352,0.14,0.321666667,0.493333333,693333,3,10.03231736,0.136666667,0.042690908,0.048541667,0.028175922,0.002708333,0.004269126,92,72,65,50,200091.1042,58296.40781,33655.53937,19535.29653,0.376660277240518,0.808376350180938,42.8685350329495,0.372763159982288
"76",11633,11633,5.101,59.788,3120,1621152,1.924557352,0.09,0.704,0.254,693333,3,9.400514294,0.022638889,0.009334698,0.039166667,0.009676379,0.001319444,0.003187614,84,43,76,30,32839.98292,13169.44576,27155.5425,6708.952881,0.156980844702329,0.124798617691643,18.0679457057431,0.0955601420962222
"77",11640,11640,4.943,60.333,3600,1870560,1.924557352,0.0725,0.3325,0.1225,8e+05,3,9.869066475,0.057777778,0.036087621,0.035416667,0.01474254,0.003472222,0.014856557,128,119,48,20,83246.05417,51521.26875,28333.33333,11794.032,0.48522,0.32728125,59.17558375,0.25582625
"78",11643,11643,5.262,61.201,2340,1215864,1.924557352,0.253333333,3.511666667,1.355,520000,4,9.443474942,0.199027778,0.064264463,0.071319444,0.042008197,0.098472222,0.031762295,34,17,4,6,325351.87,103890.2867,37086.11111,21844.26244,0.332478846153846,0.667592307692308,98.167325,0.452521153846154
"79",11644,11644,5.296,60.809,780,405288,1.924557352,0.147142857,1.862857143,1.511428571,173333,4,9.490757345,0.085138889,0.02931464,0.050555556,0.034494382,0.001666667,0.004212204,15,14,45,29,47586.15875,18780.57319,8762.946111,5979.014715,0.487206706166743,0.794136142569505,58.6789763057237,0.485377856495878
"80",11649,11649,5.126,60.605,3120,1621152,1.924557352,0.142,0.406,0.114,693333,4,9.542628903,0.100486111,0.045195788,0.053819444,0.03773881,0.016736111,0.010758197,14,18,51,37,118049.3313,53132.23714,37314.79687,26165.56235,0.806100387548263,0.644052713486882,88.5025204339041,0.488635331074678
"81",11651,11651,5.063,60.434,3120,1621152,1.924557352,0.13,0.566,0.198,693333,3,10.02459118,0.005347222,0.020093199,0.042569444,0.017588641,0.004305556,0.005635246,20,24,50,30,8207.515,29869.70232,29514.80062,12194.78523,0.0381908837456172,0.0221235683286386,4.80676673402247,0.0170769312869862
"82",11652,11652,5.036,60.543,2340,1215864,1.924557352,0.38,2.3075,0.6025,520000,4,9.886483935,0.141041667,0.04997719,0.018680556,0.008367138,0.010486111,0.011668944,18,14,46,36,148763.4646,51527.95842,9713.888889,4350.91176,0.552959615384615,0.753296153846154,59.3597596153846,0.540440384615385
"83",11657,11657,4.935,60.862,3500,1818600,1.924557352,0.343333333,6.203333333,2.495,777778,4,9.759748901,0.089166667,0.020833202,0.038958333,0.012294951,0.045208333,0.00779827,44,35,34,20,116696.7475,28597.17762,30300.93458,9562.742399,0.362384896461458,0.791018773994636,40.2179606520112,0.403849170328808
"84",11665,11665,4.885,60.753,3620,1880952,1.924557352,0.088333333,0.976666667,0.311666667,804444,4,9.742944124,0.00625,0.009619696,0.034930556,0.012864123,0.001944444,0.003984517,37,26,46,31,8431.412083,13494.48367,28099.67583,10348.46656,0.0440105215527743,0.0288049882900488,5.20424665980478,0.0227958689479939
"85",11667,11667,4.904,60.54,2340,1215864,1.924557352,0.3475,1.33,0.8375,520000,4,10.130769,0.086944444,0.017645326,0.052986111,0.025045254,0.020138889,0.004269126,119,54,55,48,139033.4133,27541.55011,27552.77778,13023.53208,0.335913461538462,0.637355769230769,39.6429788461538,0.315319230769231
"86",11677,11677,5.343,60.537,2340,1215864,1.924557352,0.66,8.05,1.48,520000,4,9.637057963,0.034097222,0.032502255,0.078402778,0.040641946,0.001041667,0.005464481,11,12,41,30,37225.19042,36288.40999,40769.44444,21133.81192,0.365505769230769,0.196407692307692,49.543175,0.167801923076923
"87",11684,11684,5.168,60.97,1560,810576,1.924557352,0,0,0,346667,4,12.3648394,0.034097222,0.013604191,0.034791667,0.011668836,0.030138889,0.030794627,63,28,37,22,57680.65167,25401.95007,12061.12271,4045.20037,0.302016055753793,0.191696931060643,149.878500116827,0.153444083226843
"88",11687,11687,5.191,60.578,2500,1299000,1.924557352,0.162,1.434,1.174,555556,4,9.672143387,0.064930556,0.03090847,0.074791667,0.039048008,0.005555556,0.005407559,16,14,50,37,73505.35833,37088.34337,41550.95917,21693.35513,0.520694583444333,0.418915464867628,56.1010483191613,0.317458546033163
